plateID,wellID,name,Population,Count,ParentCount,PercentParent,RootCount,PercentRoot
A,C03,C03_001_20230426_133508.fcs,/Debris,43678,50000,87.356,50000,87.356
A,C03,C03_001_20230426_133508.fcs,/Debris/Singlets,37089,43678,84.91460231695591,50000,74.178
A,C03,C03_001_20230426_133508.fcs,/Debris/Singlets/Live,36732,37089,99.03745045700882,50000,73.464
A,C04,C04_001_20230426_133541.fcs,/Debris,43296,50000,86.592,50000,86.592
A,C04,C04_001_20230426_133541.fcs,/Debris/Singlets,36658,43296,84.66832963784184,50000,73.316
A,C04,C04_001_20230426_133541.fcs,/Debris/Singlets/Live,36159,36658,98.63876916362048,50000,72.318
A,C05,C05_001_20230426_133613.fcs,/Debris,42960,50000,85.92,50000,85.92
A,C05,C05_001_20230426_133613.fcs,/Debris/Singlets,36834,42960,85.74022346368714,50000,73.668
A,C05,C05_001_20230426_133613.fcs,/Debris/Singlets/Live,36317,36834,98.59640549492316,50000,72.634
A,C06,C06_001_20230426_133656.fcs,/Debris,41988,50000,83.976,50000,83.976
A,C06,C06_001_20230426_133656.fcs,/Debris/Singlets,35164,41988,83.7477374487949,50000,70.328
A,C06,C06_001_20230426_133656.fcs,/Debris/Singlets/Live,34810,35164,98.99328859060402,50000,69.62
A,C07,C07_001_20230426_133723.fcs,/Debris,43566,50000,87.132,50000,87.132
A,C07,C07_001_20230426_133723.fcs,/Debris/Singlets,37841,43566,86.85901850066566,50000,75.682
A,C07,C07_001_20230426_133723.fcs,/Debris/Singlets/Live,37456,37841,98.98258502682276,50000,74.912
A,C08,C08_001_20230426_133754.fcs,/Debris,43642,50000,87.28399999999999,50000,87.28399999999999
A,C08,C08_001_20230426_133754.fcs,/Debris/Singlets,37597,43642,86.14866413088309,50000,75.194
A,C08,C08_001_20230426_133754.fcs,/Debris/Singlets/Live,37338,37597,99.31111524855707,50000,74.676
A,C09,C09_001_20230426_133824.fcs,/Debris,43886,50000,87.77199999999999,50000,87.77199999999999
A,C09,C09_001_20230426_133824.fcs,/Debris/Singlets,38065,43886,86.73608895775418,50000,76.13
A,C09,C09_001_20230426_133824.fcs,/Debris/Singlets/Live,37828,38065,99.37738079600683,50000,75.656
A,C10,C10_001_20230426_133909.fcs,/Debris,43829,50000,87.658,50000,87.658
A,C10,C10_001_20230426_133909.fcs,/Debris/Singlets,38214,43829,87.1888475666796,50000,76.428
A,C10,C10_001_20230426_133909.fcs,/Debris/Singlets/Live,37846,38214,99.03700214581043,50000,75.69200000000001
A,C11,C11_001_20230426_133937.fcs,/Debris,44352,50000,88.70400000000001,50000,88.70400000000001
A,C11,C11_001_20230426_133937.fcs,/Debris/Singlets,38088,44352,85.87662337662337,50000,76.176
A,C11,C11_001_20230426_133937.fcs,/Debris/Singlets/Live,37893,38088,99.4880277252678,50000,75.786
A,C12,C12_001_20230426_134006.fcs,/Debris,44537,50000,89.074,50000,89.074
A,C12,C12_001_20230426_134006.fcs,/Debris/Singlets,39348,44537,88.34901318005254,50000,78.696
A,C12,C12_001_20230426_134006.fcs,/Debris/Singlets/Live,39048,39348,99.2375724306191,50000,78.096
A,D01,D01_001_20230426_134049.fcs,/Debris,44330,50000,88.66000000000001,50000,88.66000000000001
A,D01,D01_001_20230426_134049.fcs,/Debris/Singlets,38166,44330,86.0951951274532,50000,76.332
A,D01,D01_001_20230426_134049.fcs,/Debris/Singlets/Live,37992,38166,99.54409684011948,50000,75.984
A,D02,D02_001_20230426_134119.fcs,/Debris,43986,50000,87.972,50000,87.972
A,D02,D02_001_20230426_134119.fcs,/Debris/Singlets,37894,43986,86.15013868048923,50000,75.788
A,D02,D02_001_20230426_134119.fcs,/Debris/Singlets/Live,37625,37894,99.29012508576555,50000,75.25
A,D03,D03_001_20230426_134147.fcs,/Debris,44063,50000,88.126,50000,88.126
A,D03,D03_001_20230426_134147.fcs,/Debris/Singlets,38216,44063,86.73036334339469,50000,76.432
A,D03,D03_001_20230426_134147.fcs,/Debris/Singlets/Live,37996,38216,99.42432489009839,50000,75.992
A,D04,D04_001_20230426_134221.fcs,/Debris,43974,50000,87.94800000000001,50000,87.94800000000001
A,D04,D04_001_20230426_134221.fcs,/Debris/Singlets,38117,43974,86.68076590712694,50000,76.23400000000001
A,D04,D04_001_20230426_134221.fcs,/Debris/Singlets/Live,37870,38117,99.35199517275755,50000,75.74
A,D05,D05_001_20230426_134251.fcs,/Debris,43817,50000,87.634,50000,87.634
A,D05,D05_001_20230426_134251.fcs,/Debris/Singlets,38051,43817,86.84072391993975,50000,76.102
A,D05,D05_001_20230426_134251.fcs,/Debris/Singlets/Live,37814,38051,99.37715171743187,50000,75.628
A,D06,D06_001_20230426_134326.fcs,/Debris,43292,50000,86.584,50000,86.584
A,D06,D06_001_20230426_134326.fcs,/Debris/Singlets,36917,43292,85.27441559641504,50000,73.834
A,D06,D06_001_20230426_134326.fcs,/Debris/Singlets/Live,36722,36917,99.47178806511904,50000,73.444
A,D07,D07_001_20230426_134352.fcs,/Debris,43924,50000,87.848,50000,87.848
A,D07,D07_001_20230426_134352.fcs,/Debris/Singlets,37684,43924,85.79364356615973,50000,75.368
A,D07,D07_001_20230426_134352.fcs,/Debris/Singlets/Live,37461,37684,99.40823691752469,50000,74.922
A,D08,D08_001_20230426_134426.fcs,/Debris,44178,50000,88.356,50000,88.356
A,D08,D08_001_20230426_134426.fcs,/Debris/Singlets,39113,44178,88.5350174294898,50000,78.226
A,D08,D08_001_20230426_134426.fcs,/Debris/Singlets/Live,38922,39113,99.51167131132871,50000,77.84400000000001
A,E01,E01_001_20230426_134459.fcs,/Debris,42114,50000,84.22800000000001,50000,84.22800000000001
A,E01,E01_001_20230426_134459.fcs,/Debris/Singlets,33854,42114,80.38656978676924,50000,67.708
A,E01,E01_001_20230426_134459.fcs,/Debris/Singlets/Live,33697,33854,99.53624387073906,50000,67.394
A,E02,E02_001_20230426_134536.fcs,/Debris,43791,50000,87.58200000000001,50000,87.58200000000001
A,E02,E02_001_20230426_134536.fcs,/Debris/Singlets,37317,43791,85.21614030280195,50000,74.634
A,E02,E02_001_20230426_134536.fcs,/Debris/Singlets/Live,37179,37317,99.63019535332423,50000,74.358
A,E03,E03_001_20230426_134612.fcs,/Debris,42106,50000,84.212,50000,84.212
A,E03,E03_001_20230426_134612.fcs,/Debris/Singlets,35229,42106,83.66741082031064,50000,70.458
A,E03,E03_001_20230426_134612.fcs,/Debris/Singlets/Live,34894,35229,99.04907888387409,50000,69.788
A,E04,E04_001_20230426_134641.fcs,/Debris,44499,50000,88.998,50000,88.998
A,E04,E04_001_20230426_134641.fcs,/Debris/Singlets,38184,44499,85.8086698577496,50000,76.36800000000001
A,E04,E04_001_20230426_134641.fcs,/Debris/Singlets/Live,38004,38184,99.52859836580767,50000,76.008
A,E05,E05_001_20230426_134730.fcs,/Debris,43629,50000,87.258,50000,87.258
A,E05,E05_001_20230426_134730.fcs,/Debris/Singlets,36819,43629,84.39111600082514,50000,73.638
A,E05,E05_001_20230426_134730.fcs,/Debris/Singlets/Live,36623,36819,99.46766615062876,50000,73.246
