plateID,wellID,name,Population,Count,ParentCount,PercentParent,RootCount,PercentRoot
B,A07,A07_001_20221201_143318.fcs,/Debris/Singlets,35959,41403,86.85119435789676,50000,71.918
B,A07,A07_001_20221201_143318.fcs,/Debris/Singlets/Live,35610,35959,99.0294502071804,50000,71.22
A,A08,A08_001_20221201_132344.fcs,/Debris,43692,50000,87.384,50000,87.384
A,A08,A08_001_20221201_132344.fcs,/Debris/Singlets,36062,43692,82.53684885104825,50000,72.124
A,A08,A08_001_20221201_132344.fcs,/Debris/Singlets/Live,35496,36062,98.43048083855582,50000,70.992
B,A08,A08_001_20221201_143414.fcs,/Debris,41921,48439,86.54390057598216,48439,86.54390057598216
B,A08,A08_001_20221201_143414.fcs,/Debris/Singlets,34459,41921,82.19985210276472,48439,71.13895827742108
B,A08,A08_001_20221201_143414.fcs,/Debris/Singlets/Live,33922,34459,98.44162628050726,48439,70.03034744730485
A,A09,A09_001_20221201_132430.fcs,/Debris,43175,50000,86.35000000000001,50000,86.35000000000001
A,A09,A09_001_20221201_132430.fcs,/Debris/Singlets,36510,43175,84.56282570932252,50000,73.02
A,A09,A09_001_20221201_132430.fcs,/Debris/Singlets/Live,36029,36510,98.68255272528074,50000,72.05799999999999
B,A09,A09_001_20221201_143506.fcs,/Debris,42736,50000,85.47200000000001,50000,85.47200000000001
B,A09,A09_001_20221201_143506.fcs,/Debris/Singlets,35704,42736,83.54548858105578,50000,71.408
B,A09,A09_001_20221201_143506.fcs,/Debris/Singlets/Live,35230,35704,98.672417656285,50000,70.46
A,A10,A10_001_20221201_132526.fcs,/Debris,32232,36395,88.56161560653936,36395,88.56161560653936
A,A10,A10_001_20221201_132526.fcs,/Debris/Singlets,25211,32232,78.21729957805907,36395,69.27050419013601
A,A10,A10_001_20221201_132526.fcs,/Debris/Singlets/Live,24704,25211,97.98897306731189,36395,67.877455694463535
B,A10,A10_001_20221201_143602.fcs,/Debris,17284,19493,88.66772687631457,19493,88.66772687631457
B,A10,A10_001_20221201_143602.fcs,/Debris/Singlets,13722,17284,79.39134459615829,19493,70.39450058995537
B,A10,A10_001_20221201_143602.fcs,/Debris/Singlets/Live,13494,13722,98.33843463052034,19493,69.22484994613451
A,A11,A11_001_20221201_132621.fcs,/Debris,37072,41952,88.3676582761251,41952,88.3676582761251
A,A11,A11_001_20221201_132621.fcs,/Debris/Singlets,29627,37072,79.91745791972377,41952,70.62118611746759
A,A11,A11_001_20221201_132621.fcs,/Debris/Singlets/Live,29133,29627,98.33260201842914,41952,69.44364988558353
B,A11,A11_001_20221201_143658.fcs,/Debris,14589,16529,88.26305281626232,16529,88.26305281626232
B,A11,A11_001_20221201_143658.fcs,/Debris/Singlets,12117,14589,83.05572691754062,16529,73.30752011615948
B,A11,A11_001_20221201_143658.fcs,/Debris/Singlets/Live,11894,12117,98.15961046463646,16529,71.95837618730717
A,B02,B02_001_20221201_132718.fcs,/Debris,23826,26790,88.93617021276596,26790,88.93617021276596
A,B02,B02_001_20221201_132718.fcs,/Debris/Singlets,19430,23826,81.54956769915218,26790,72.5270623366928
A,B02,B02_001_20221201_132718.fcs,/Debris/Singlets/Live,19008,19430,97.82810087493566,26790,70.9518477043673
B,B02,B02_001_20221201_143755.fcs,/Debris,18539,20804,89.1126706402615,20804,89.1126706402615
B,B02,B02_001_20221201_143755.fcs,/Debris/Singlets,14923,18539,80.49517233939262,20804,71.73139780811383
B,B02,B02_001_20221201_143755.fcs,/Debris/Singlets/Live,14623,14923,97.98968035917711,20804,70.28936742934052
A,B03,B03_001_20221201_132814.fcs,/Debris,33181,38143,86.99105995857693,38143,86.99105995857693
A,B03,B03_001_20221201_132814.fcs,/Debris/Singlets,28419,33181,85.64841324854585,38143,74.50646252261227
A,B03,B03_001_20221201_132814.fcs,/Debris/Singlets/Live,28014,28419,98.57489707589993,38143,73.444668746559
B,B03,B03_001_20221201_143851.fcs,/Debris,28309,32657,86.68585601861776,32657,86.68585601861776
B,B03,B03_001_20221201_143851.fcs,/Debris/Singlets,23746,28309,83.88145112861633,32657,72.71335395167958
B,B03,B03_001_20221201_143851.fcs,/Debris/Singlets/Live,23385,23746,98.47974395687696,32657,71.60792479407172
A,B04,B04_001_20221201_132926.fcs,/Debris,22558,25820,87.36638264910923,25820,87.36638264910923
A,B04,B04_001_20221201_132926.fcs,/Debris/Singlets,18533,22558,82.15710612642965,25820,71.77769171185128
A,B04,B04_001_20221201_132926.fcs,/Debris/Singlets/Live,18088,18533,97.59887767765608,25820,70.0542215336948
B,B04,B04_001_20221201_144002.fcs,/Debris,32687,36788,88.85234315537676,36788,88.85234315537676
B,B04,B04_001_20221201_144002.fcs,/Debris/Singlets,25115,32687,76.83482730137364,36788,68.2695444166576
B,B04,B04_001_20221201_144002.fcs,/Debris/Singlets/Live,24550,25115,97.7503483973721,36788,66.73371751658149
A,B05,B05_001_20221201_133022.fcs,/Debris,16874,19282,87.51166891401307,19282,87.51166891401307
A,B05,B05_001_20221201_133022.fcs,/Debris/Singlets,13063,16874,77.41495792343251,19282,67.74712166787677
A,B05,B05_001_20221201_133022.fcs,/Debris/Singlets/Live,12742,13063,97.54267779223763,19282,66.08235660201224
B,B05,B05_001_20221201_144058.fcs,/Debris,31952,36725,87.00340367597005,36725,87.00340367597005
B,B05,B05_001_20221201_144058.fcs,/Debris/Singlets,23198,31952,72.60265398097145,36725,63.16678012253234
B,B05,B05_001_20221201_144058.fcs,/Debris/Singlets/Live,22608,23198,97.45667729976722,36725,61.560245064669836
A,B06,B06_001_20221201_133117.fcs,/Debris,26822,30149,88.96480811967228,30149,88.96480811967228
A,B06,B06_001_20221201_133117.fcs,/Debris/Singlets,20908,26822,77.950935798971,30149,69.34890046104348
A,B06,B06_001_20221201_133117.fcs,/Debris/Singlets/Live,20288,20908,97.03462789362924,30149,67.29244751069687
B,B06,B06_001_20221201_144154.fcs,/Debris,30905,35298,87.55453566774321,35298,87.55453566774321
B,B06,B06_001_20221201_144154.fcs,/Debris/Singlets,22693,30905,73.42824785633393,35298,64.28976145957279
B,B06,B06_001_20221201_144154.fcs,/Debris/Singlets/Live,22067,22693,97.24144009165822,35298,62.51628987478044
A,B07,B07_001_20221201_133213.fcs,/Debris,33708,38124,88.41674535725528,38124,88.41674535725528
A,B07,B07_001_20221201_133213.fcs,/Debris/Singlets,25647,33708,76.08579565681737,38124,67.2725841989298
A,B07,B07_001_20221201_133213.fcs,/Debris/Singlets/Live,25040,25647,97.63325145241159,38124,65.68041128947645
B,B07,B07_001_20221201_144250.fcs,/Debris,36626,41070,89.17944971999026,41070,89.17944971999026
B,B07,B07_001_20221201_144250.fcs,/Debris/Singlets,28129,36626,76.80063342980397,41070,68.49038227416607
B,B07,B07_001_20221201_144250.fcs,/Debris/Singlets/Live,27478,28129,97.68566248355789,41070,66.90528366204042
A,B08,B08_001_20221201_133251.fcs,/Debris,38348,50000,76.696,50000,76.696
A,B08,B08_001_20221201_133251.fcs,/Debris/Singlets,34463,38348,89.86909356420152,50000,68.926
A,B08,B08_001_20221201_133251.fcs,/Debris/Singlets/Live,33908,34463,98.3895772277515,50000,67.816
B,B08,B08_001_20221201_144326.fcs,/Debris,38736,50000,77.472,50000,77.472
B,B08,B08_001_20221201_144326.fcs,/Debris/Singlets,34657,38736,89.46974390747626,50000,69.314
B,B08,B08_001_20221201_144326.fcs,/Debris/Singlets/Live,34125,34657,98.46495657442941,50000,68.25
A,B09,B09_001_20221201_133337.fcs,/Debris,42459,50000,84.918,50000,84.918
A,B09,B09_001_20221201_133337.fcs,/Debris/Singlets,36911,42459,86.93327680821498,50000,73.822
A,B09,B09_001_20221201_133337.fcs,/Debris/Singlets/Live,36446,36911,98.74021294465065,50000,72.892
B,B09,B09_001_20221201_144409.fcs,/Debris,42228,50000,84.456,50000,84.456
B,B09,B09_001_20221201_144409.fcs,/Debris/Singlets,36427,42228,86.26266931893531,50000,72.854
B,B09,B09_001_20221201_144409.fcs,/Debris/Singlets/Live,35985,36427,98.78661432453949,50000,71.97
A,B10,B10_001_20221201_133419.fcs,/Debris,42178,50000,84.356,50000,84.356
A,B10,B10_001_20221201_133419.fcs,/Debris/Singlets,37243,42178,88.29958746265825,50000,74.48599999999999
A,B10,B10_001_20221201_133419.fcs,/Debris/Singlets/Live,36767,37243,98.72190747254518,50000,73.534
B,B10,B10_001_20221201_144502.fcs,/Debris,40679,50000,81.358,50000,81.358
B,B10,B10_001_20221201_144502.fcs,/Debris/Singlets,34708,40679,85.32166474102117,50000,69.416
B,B10,B10_001_20221201_144502.fcs,/Debris/Singlets/Live,34674,34708,99.90203987553302,50000,69.348
A,C02,C02_001_20221201_133506.fcs,/Debris,44578,50000,89.156,50000,89.156
A,C02,C02_001_20221201_133506.fcs,/Debris/Singlets,41022,44578,92.02297097222846,50000,82.044
A,C02,C02_001_20221201_133506.fcs,/Debris/Singlets/Live,40620,41022,99.02003802837503,50000,81.24
B,C02,C02_001_20221201_144559.fcs,/Debris,43797,49194,89.02914989632882,49194,89.02914989632882
B,C02,C02_001_20221201_144559.fcs,/Debris/Singlets,40080,43797,91.5131173368039,49194,81.47335040858641
B,C02,C02_001_20221201_144559.fcs,/Debris/Singlets/Live,39668,40080,98.97205588822355,49194,80.63584990039435
A,C03,C03_001_20221201_133548.fcs,/Debris,44506,50000,89.012,50000,89.012
A,C03,C03_001_20221201_133548.fcs,/Debris/Singlets,40507,44506,91.01469464791265,50000,81.014
A,C03,C03_001_20221201_133548.fcs,/Debris/Singlets/Live,40033,40507,98.82983188090947,50000,80.066
B,C03,C03_001_20221201_144647.fcs,/Debris,44115,50000,88.23,50000,88.23
B,C03,C03_001_20221201_144647.fcs,/Debris/Singlets,39047,44115,88.51184404397597,50000,78.094
B,C03,C03_001_20221201_144647.fcs,/Debris/Singlets/Live,38579,39047,98.80144441314313,50000,77.158
A,C04,C04_001_20221201_133644.fcs,/Debris,28729,31725,90.55634357762017,31725,90.55634357762017
A,C04,C04_001_20221201_133644.fcs,/Debris/Singlets,23650,28729,82.32099968672769,31725,74.54688731284476
A,C04,C04_001_20221201_133644.fcs,/Debris/Singlets/Live,23228,23650,98.21564482029599,31725,73.2167060677699
B,C04,C04_001_20221201_144744.fcs,/Debris,20789,23229,89.49588875973998,23229,89.49588875973998
B,C04,C04_001_20221201_144744.fcs,/Debris/Singlets,16828,20789,80.946654480735,23229,72.44392784880968
B,C04,C04_001_20221201_144744.fcs,/Debris/Singlets/Live,16473,16828,97.89042072735916,23229,70.9156657626243
A,C05,C05_001_20221201_133740.fcs,/Debris,20373,22885,89.023377758357,22885,89.023377758357
A,C05,C05_001_20221201_133740.fcs,/Debris/Singlets,15853,20373,77.8137731311049,22885,69.27244920253442
A,C05,C05_001_20221201_133740.fcs,/Debris/Singlets/Live,15558,15853,98.13915347252886,22885,67.98339523705485
B,C05,C05_001_20221201_144839.fcs,/Debris,15880,17543,90.52043550133956,17543,90.52043550133956
B,C05,C05_001_20221201_144839.fcs,/Debris/Singlets,12679,15880,79.84256926952142,17543,72.2738414182295
B,C05,C05_001_20221201_144839.fcs,/Debris/Singlets/Live,12456,12679,98.24118621342377,17543,71.00267913127743
A,C06,C06_001_20221201_133836.fcs,/Debris,39241,43764,89.66502147884106,43764,89.66502147884106
A,C06,C06_001_20221201_133836.fcs,/Debris/Singlets,32463,39241,82.72724956040875,43764,74.17740608719495
A,C06,C06_001_20221201_133836.fcs,/Debris/Singlets/Live,31947,32463,98.41049810553554,43764,72.9983548121744
B,C06,C06_001_20221201_144935.fcs,/Debris,30500,34553,88.27019361560501,34553,88.27019361560501
B,C06,C06_001_20221201_144935.fcs,/Debris/Singlets,25439,30500,83.40655737704918,34553,73.623129684832
B,C06,C06_001_20221201_144935.fcs,/Debris/Singlets/Live,25075,25439,98.56912614489563,34553,72.56967557086216
A,C07,C07_001_20221201_133930.fcs,/Debris,44238,50000,88.476,50000,88.476
A,C07,C07_001_20221201_133930.fcs,/Debris/Singlets,40064,44238,90.56467290564673,50000,80.128
A,C07,C07_001_20221201_133930.fcs,/Debris/Singlets/Live,39422,40064,98.39756389776358,50000,78.84400000000001
B,C07,C07_001_20221201_145030.fcs,/Debris,43974,50000,87.94800000000001,50000,87.94800000000001
B,C07,C07_001_20221201_145030.fcs,/Debris/Singlets,39494,43974,89.8121617319325,50000,78.988
B,C07,C07_001_20221201_145030.fcs,/Debris/Singlets/Live,38469,39494,97.40466906365523,50000,76.93799999999999
A,C08,C08_001_20221201_134017.fcs,/Debris,44676,50000,89.352,50000,89.352
A,C08,C08_001_20221201_134017.fcs,/Debris/Singlets,36427,44676,81.5359477124183,50000,72.854
A,C08,C08_001_20221201_134017.fcs,/Debris/Singlets/Live,35790,36427,98.2512971147775,50000,71.58
B,C08,C08_001_20221201_145124.fcs,/Debris,43699,50000,87.398,50000,87.398
B,C08,C08_001_20221201_145124.fcs,/Debris/Singlets,35956,43699,82.28105906313645,50000,71.91199999999999
B,C08,C08_001_20221201_145124.fcs,/Debris/Singlets/Live,35349,35956,98.31182556457892,50000,70.69800000000001
A,C09,C09_001_20221201_134113.fcs,/Debris,44743,50000,89.486,50000,89.486
A,C09,C09_001_20221201_134113.fcs,/Debris/Singlets,35124,44743,78.50166506492636,50000,70.248
A,C09,C09_001_20221201_134113.fcs,/Debris/Singlets/Live,34466,35124,98.12663705728278,50000,68.932
B,C09,C09_001_20221201_145220.fcs,/Debris,43171,50000,86.342,50000,86.342
B,C09,C09_001_20221201_145220.fcs,/Debris/Singlets,33832,43171,78.36742257533993,50000,67.664
B,C09,C09_001_20221201_145220.fcs,/Debris/Singlets/Live,33003,33832,97.54965712934501,50000,66.006
A,C10,C10_001_20221201_134208.fcs,/Debris,28818,34356,83.88054488298987,34356,83.88054488298987
A,C10,C10_001_20221201_134208.fcs,/Debris/Singlets,21999,28818,76.33770560066625,34356,64.03248340901153
A,C10,C10_001_20221201_134208.fcs,/Debris/Singlets/Live,21879,21999,99.45452066003,34356,63.68319944114565
B,C10,C10_001_20221201_145317.fcs,/Debris,24865,30278,82.1223330470969,30278,82.1223330470969
B,C10,C10_001_20221201_145317.fcs,/Debris/Singlets,19788,24865,79.58174140357933,30278,65.35438272012682
B,C10,C10_001_20221201_145317.fcs,/Debris/Singlets/Live,19402,19788,98.04932282191227,30278,64.0795296915252
A,C11,C11_001_20221201_134246.fcs,/Debris,43139,50000,86.278,50000,86.278
A,C11,C11_001_20221201_134246.fcs,/Debris/Singlets,39041,43139,90.5004752080484,50000,78.082
A,C11,C11_001_20221201_134246.fcs,/Debris/Singlets/Live,38303,39041,98.10967956763402,50000,76.606
B,C11,C11_001_20221201_145354.fcs,/Debris,43023,50000,86.046,50000,86.046
B,C11,C11_001_20221201_145354.fcs,/Debris/Singlets,38192,43023,88.77112242289009,50000,76.384
B,C11,C11_001_20221201_145354.fcs,/Debris/Singlets/Live,37525,38192,98.25356095517385,50000,75.05
A,D02,D02_001_20221201_134327.fcs,/Debris,41927,50000,83.854,50000,83.854
A,D02,D02_001_20221201_134327.fcs,/Debris/Singlets,38630,41927,92.13633219643667,50000,77.25999999999999
A,D02,D02_001_20221201_134327.fcs,/Debris/Singlets/Live,36261,38630,93.86746052290965,50000,72.52199999999999
B,D02,D02_001_20221201_145450.fcs,/Debris,42614,50000,85.22800000000001,50000,85.22800000000001
B,D02,D02_001_20221201_145450.fcs,/Debris/Singlets,38966,42614,91.4394330501713,50000,77.932
B,D02,D02_001_20221201_145450.fcs,/Debris/Singlets/Live,37573,38966,96.42508853872607,50000,75.146
A,D03,D03_001_20221201_134423.fcs,/Debris,17534,19672,89.13176087840586,19672,89.13176087840586
A,D03,D03_001_20221201_134423.fcs,/Debris/Singlets,12738,17534,72.64742785445421,19672,64.75193167954453
A,D03,D03_001_20221201_134423.fcs,/Debris/Singlets/Live,12348,12738,96.938294865756,19672,62.76941846278975
B,D03,D03_001_20221201_145547.fcs,/Debris,23026,26470,86.98904420098225,26470,86.98904420098225
B,D03,D03_001_20221201_145547.fcs,/Debris/Singlets,18702,23026,81.22122817684357,26470,70.6535700793351
B,D03,D03_001_20221201_145547.fcs,/Debris/Singlets/Live,18409,18702,98.43332263928991,26470,69.54665659236872
A,D04,D04_001_20221201_134519.fcs,/Debris,38040,42228,90.0824097755044,42228,90.0824097755044
A,D04,D04_001_20221201_134519.fcs,/Debris/Singlets,32974,38040,86.68243953732913,42228,78.08563038742066
A,D04,D04_001_20221201_134519.fcs,/Debris/Singlets/Live,32470,32974,98.4715230181355,42228,76.89210950080515
B,D04,D04_001_20221201_145633.fcs,/Debris,44732,50000,89.464,50000,89.464
B,D04,D04_001_20221201_145633.fcs,/Debris/Singlets,38997,44732,87.17920057229723,50000,77.994
B,D04,D04_001_20221201_145633.fcs,/Debris/Singlets/Live,38482,38997,98.67938559376363,50000,76.964
A,D05,D05_001_20221201_134556.fcs,/Debris,43725,50000,87.45,50000,87.45
A,D05,D05_001_20221201_134556.fcs,/Debris/Singlets,39185,43725,89.6169239565466,50000,78.36999999999999
A,D05,D05_001_20221201_134556.fcs,/Debris/Singlets/Live,38614,39185,98.5428097486283,50000,77.228
B,D05,D05_001_20221201_145712.fcs,/Debris,43810,50000,87.62,50000,87.62
B,D05,D05_001_20221201_145712.fcs,/Debris/Singlets,39158,43810,89.38141976717644,50000,78.316
B,D05,D05_001_20221201_145712.fcs,/Debris/Singlets/Live,38741,39158,98.93508350784003,50000,77.482
A,D06,D06_001_20221201_134652.fcs,/Debris,38090,46359,82.16311827261158,46359,82.16311827261158
A,D06,D06_001_20221201_134652.fcs,/Debris/Singlets,35065,38090,92.0582830139144,46359,75.63795595245799
A,D06,D06_001_20221201_134652.fcs,/Debris/Singlets/Live,34476,35065,98.3202623698845,46359,74.36743674367436
B,D06,D06_001_20221201_145805.fcs,/Debris,40327,50000,80.654,50000,80.654
B,D06,D06_001_20221201_145805.fcs,/Debris/Singlets,37090,40327,91.97311974607582,50000,74.18
B,D06,D06_001_20221201_145805.fcs,/Debris/Singlets/Live,36470,37090,98.32839040172553,50000,72.94
A,D07,D07_001_20221201_134748.fcs,/Debris,18709,21393,87.45384004113495,21393,87.45384004113495
A,D07,D07_001_20221201_134748.fcs,/Debris/Singlets,14046,18709,75.07616655085788,21393,65.6569906044033
A,D07,D07_001_20221201_134748.fcs,/Debris/Singlets/Live,13656,14046,97.22340879965826,21393,63.833964380872246
B,D07,D07_001_20221201_145901.fcs,/Debris,17759,19872,89.36694847020934,19872,89.36694847020934
B,D07,D07_001_20221201_145901.fcs,/Debris/Singlets,13921,17759,78.38842277155246,19872,70.05334138486312
B,D07,D07_001_20221201_145901.fcs,/Debris/Singlets/Live,13583,13921,97.57201350477696,19872,68.35245571658615
A,D08,D08_001_20221201_134844.fcs,/Debris,16770,19033,88.11012452056953,19033,88.11012452056953
A,D08,D08_001_20221201_134844.fcs,/Debris/Singlets,12140,16770,72.39117471675611,19033,63.783954184836865
A,D08,D08_001_20221201_134844.fcs,/Debris/Singlets/Live,11821,12140,97.37232289950578,19033,62.107917826932166
B,D08,D08_001_20221201_145957.fcs,/Debris,10976,12425,88.33802816901408,12425,88.33802816901408
B,D08,D08_001_20221201_145957.fcs,/Debris/Singlets,8558,10976,77.9701166180758,12425,68.87726358148893
B,D08,D08_001_20221201_145957.fcs,/Debris/Singlets/Live,8358,8558,97.66300537508764,12425,67.26760563380282
A,D09,D09_001_20221201_134958.fcs,/Debris,16648,19505,85.35247372468598,19505,85.35247372468598
A,D09,D09_001_20221201_134958.fcs,/Debris/Singlets,12315,16648,73.97284959154253,19505,63.13765701102282
A,D09,D09_001_20221201_134958.fcs,/Debris/Singlets/Live,11847,12315,96.19975639464067,19505,60.73827223788773
B,D09,D09_001_20221201_150110.fcs,/Debris,28579,32482,87.98411427867741,32482,87.98411427867741
B,D09,D09_001_20221201_150110.fcs,/Debris/Singlets,21575,28579,75.49249448896043,32482,66.4214026229912
B,D09,D09_001_20221201_150110.fcs,/Debris/Singlets/Live,21034,21575,97.49246813441484,32482,64.75586478665106
A,D10,D10_001_20221201_135036.fcs,/Debris,41809,50000,83.61800000000001,50000,83.61800000000001
A,D10,D10_001_20221201_135036.fcs,/Debris/Singlets,37412,41809,89.48312564280418,50000,74.824
A,D10,D10_001_20221201_135036.fcs,/Debris/Singlets/Live,36324,37412,97.09184218967177,50000,72.648
B,D10,D10_001_20221201_150151.fcs,/Debris,42183,50000,84.366,50000,84.366
B,D10,D10_001_20221201_150151.fcs,/Debris/Singlets,37011,42183,87.73913661901715,50000,74.022
B,D10,D10_001_20221201_150151.fcs,/Debris/Singlets/Live,36949,37011,99.83248223501121,50000,73.898
A,E02,E02_001_20221201_135117.fcs,/Debris,44779,50000,89.558,50000,89.558
A,E02,E02_001_20221201_135117.fcs,/Debris/Singlets,39519,44779,88.2534223631613,50000,79.038
A,E02,E02_001_20221201_135117.fcs,/Debris/Singlets/Live,39113,39519,98.97264606897947,50000,78.226
B,E02,E02_001_20221201_150222.fcs,/Debris,44379,50000,88.75800000000001,50000,88.75800000000001
B,E02,E02_001_20221201_150222.fcs,/Debris/Singlets,39812,44379,89.70909664480948,50000,79.624
B,E02,E02_001_20221201_150222.fcs,/Debris/Singlets/Live,39117,39812,98.25429518738069,50000,78.23400000000001
A,E03,E03_001_20221201_135213.fcs,/Debris,26972,30494,88.45018692201745,30494,88.45018692201745
A,E03,E03_001_20221201_135213.fcs,/Debris/Singlets,20818,26972,77.183746107074,30494,68.26916770512233
A,E03,E03_001_20221201_135213.fcs,/Debris/Singlets/Live,20402,20818,98.00172927274474,30494,66.90496491113007
B,E03,E03_001_20221201_150318.fcs,/Debris,24674,27645,89.25302948091878,27645,89.25302948091878
B,E03,E03_001_20221201_150318.fcs,/Debris/Singlets,19431,24674,78.75091189105942,27645,70.28757460661964
B,E03,E03_001_20221201_150318.fcs,/Debris/Singlets/Live,19086,19431,98.22448664505173,27645,69.03960933260987
A,E04,E04_001_20221201_135251.fcs,/Debris,42941,50000,85.882,50000,85.882
A,E04,E04_001_20221201_135251.fcs,/Debris/Singlets,38383,42941,89.38543583055821,50000,76.766
A,E04,E04_001_20221201_135251.fcs,/Debris/Singlets/Live,37044,38383,96.51147643488002,50000,74.088
B,E04,E04_001_20221201_150353.fcs,/Debris,42836,50000,85.672,50000,85.672
B,E04,E04_001_20221201_150353.fcs,/Debris/Singlets,38413,42836,89.67457278924269,50000,76.82600000000001
B,E04,E04_001_20221201_150353.fcs,/Debris/Singlets/Live,37039,38413,96.42308593444928,50000,74.078
A,E05,E05_001_20221201_135331.fcs,/Debris,44868,50000,89.736,50000,89.736
A,E05,E05_001_20221201_135331.fcs,/Debris/Singlets,40071,44868,89.3086386734421,50000,80.142
A,E05,E05_001_20221201_135331.fcs,/Debris/Singlets/Live,39580,40071,98.77467495196028,50000,79.16
B,E05,E05_001_20221201_150438.fcs,/Debris,44548,50000,89.096,50000,89.096
B,E05,E05_001_20221201_150438.fcs,/Debris/Singlets,39803,44548,89.34856783693994,50000,79.606
B,E05,E05_001_20221201_150438.fcs,/Debris/Singlets/Live,39369,39803,98.9096299273924,50000,78.738
A,E06,E06_001_20221201_135414.fcs,/Debris,43936,50000,87.872,50000,87.872
A,E06,E06_001_20221201_135414.fcs,/Debris/Singlets,38263,43936,87.08803714493808,50000,76.52600000000001
A,E06,E06_001_20221201_135414.fcs,/Debris/Singlets/Live,37884,38263,99.00948697174816,50000,75.768
B,E06,E06_001_20221201_150513.fcs,/Debris,44019,50000,88.03800000000001,50000,88.03800000000001
B,E06,E06_001_20221201_150513.fcs,/Debris/Singlets,38717,44019,87.9552011631341,50000,77.434
B,E06,E06_001_20221201_150513.fcs,/Debris/Singlets/Live,38341,38717,99.02885037580391,50000,76.68199999999999
A,E07,E07_001_20221201_135455.fcs,/Debris,44116,50000,88.232,50000,88.232
A,E07,E07_001_20221201_135455.fcs,/Debris/Singlets,39015,44116,88.43730165926195,50000,78.03
A,E07,E07_001_20221201_135455.fcs,/Debris/Singlets/Live,38354,39015,98.30577982827118,50000,76.708
B,E07,E07_001_20221201_150551.fcs,/Debris,43954,50000,87.908,50000,87.908
